,Shrt_Desc,Water_(g),Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Copper_mg),Panto_Acid_mg),Vit_A_IU,Vit_A_RAE,Vit_D_µg,Vit_D_IU,FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Calcium_(g),Iron_(g),Magnesium_(g),Phosphorus_(g),Potassium_(g),Sodium_(g),Zinc_(g),Manganese_(g),Selenium_(g),Vit_C_(g),Thiamin_(g),Riboflavin_(g),Niacin_(g),Vit_B6_(g),Folate_Tot_(g),Folic_Acid_(g),Food_Folate_(g),Folate_DFE_(g),Choline_Tot_ (g),Vit_B12_(g),Retinol_(g),Alpha_Carot_(g),Beta_Carot_(g),Beta_Crypt_(g),Lycopene_(g),Lut+Zea_ (g),Vit_E_(g),Vit_K_(g),Cholestrl_(g),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct,Energ_Kcal
2935,"FROSTINGS,CHOC,CREAMY,RTE",17.0,1.1,17.6,1.0,63.2,0.9,57.7,0.2,0.028,1.0,0.0,0.0,0.0,5.526,9.02,2.226,0.008,0.0014199999999999998,0.021,0.079,0.196,0.183,0.00029,0.00023999999999999998,8e-06,0.0,1.3e-05,1.7e-05,0.00011899999999999999,5e-06,1e-05,0.0,1e-05,1e-05,0.006900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00156,0.0,0.0,41.0,"2 tbsp, creamy",,,0.0,397
2936,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,CKD,BRLD",56.5,26.48,16.53,1.09,0.0,0.0,0.0,0.073,0.523,0.0,0.0,,,6.511,6.89,0.612,0.022,0.00163,0.023,0.214,0.34,0.057,0.004849999999999999,8.999999999999999e-06,0.000289,0.0,7.7e-05,0.00013900000000000002,0.006916,0.00058,8e-05,0.0,8e-05,8e-05,0.1008,1.3700000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00046,1.7e-05,0.096,119.0,"1 steak,  (yield from 1 raw steak weighing 151g)",85.0,3 oz,4.0,262
2937,"OOPAH (TUNICATE),WHL ANIMAL (ALASKA NATIVE)",80.2,11.7,2.2,2.8,0.0,,,,,,,,,,,,0.053,0.0207,,0.103,,,,,,,,0.0001,0.0009,,,,,,,,,,,,,,,,,,,,,0.0,67
2938,"MCDONALD'S,EGG MCMUFFIN",52.58,13.64,9.66,2.45,21.67,1.1,2.13,0.084,0.836,,,,,3.592,2.721,1.735,0.192,0.0023,0.02,0.2,0.173,0.617,0.0012900000000000001,0.000235,,0.0012,0.000262,0.000368,0.0031019999999999997,0.000145,0.00079,,,,,,,,,,,,0.0005899999999999999,,0.165,126.0,1 sandwich,,,0.0,228
2939,"LETTUCE,COS OR ROMAINE,RAW",94.61,1.23,0.3,0.58,3.29,2.1,1.19,0.048,0.142,8710.0,436.0,0.0,0.0,0.039,0.012,0.16,0.033,0.0009699999999999999,0.014,0.03,0.247,0.008,0.00023,0.000155,4e-06,0.004,7.199999999999999e-05,6.7e-05,0.000313,7.4e-05,0.00136,0.0,0.00136,0.00136,0.0099,0.0,0.0,0.0,0.05226,0.0,0.0,0.02312,0.00013000000000000002,0.001025,0.0,47.0,"1 cup, shredded",6.0,"1 leaf, inner",6.0,17
2940,"BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",65.37,28.08,6.06,1.12,0.0,0.0,0.0,0.073,0.554,0.0,0.0,,,2.179,2.567,0.228,0.007,0.00228,0.019,0.179,0.232,0.037,0.00481,1e-05,0.000281,0.0,7.099999999999999e-05,0.00014099999999999998,0.004738,0.00036899999999999997,9e-05,0.0,9e-05,9e-05,0.107,1.44e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00037,1.3000000000000001e-05,0.077,85.0,3 oz,464.0,"1 roast,  (yield from 572 g raw meat)",1.0,175
2941,"COOKIES,PNUT BUTTER,COMMLY PREP,SOFT-TYPE",11.5,5.3,24.4,1.1,57.7,1.7,,0.08,0.362,0.0,0.0,,,6.149,13.844,3.181,0.012,0.0008900000000000001,0.032,0.087,0.107,0.336,0.00055,0.00043,4.4000000000000006e-05,0.0,0.000248,0.000165,0.00216,2.7e-05,0.00067,0.00062,5e-05,0.0011,,0.0,0.0,,,,,,,,0.0,28.0,1 oz,15.0,1 cookie,0.0,457
2942,"FAST FOODS,HOTDOG,W/CHILI",47.8,11.85,11.79,1.1,27.45,,,0.09,0.48,51.0,3.0,,,4.258,5.785,1.042,0.017,0.0028799999999999997,0.009,0.168,0.146,0.421,0.00068,0.0001,0.000114,0.0024,0.00019,0.00035,0.00328,4e-05,0.00064,0.0002,0.00044,0.00078,,2.6e-06,0.0,,,,,,,,0.045,114.0,1 sandwich,,,0.0,260
2943,"PUDDINGS,RICE,DRY MIX,PREP W/ WHL MILK",72.42,3.25,2.82,0.81,20.68,0.1,,0.02,0.283,115.0,29.0,0.8,34.0,1.682,0.767,0.104,0.103,0.00037,0.013,0.085,0.128,0.108,0.00038,5.9e-05,1.8e-05,0.0007,7.4e-05,0.00013800000000000002,0.000441,3.4e-05,4e-05,0.0,4e-05,4e-05,,2.4e-06,0.00028,,0.00015,,,,,,0.011,128.0,.5 cup,,,0.0,121
2944,"CHICKEN,DK MEAT,THIGH,MEAT & SKN,ENHANCED,RAW",68.63,16.56,14.58,0.9,0.0,0.0,0.0,0.046,0.852,72.0,22.0,0.2,7.0,3.975,6.275,3.131,0.008,0.00057,0.016,0.147,0.191,0.151,0.00124,8e-06,0.000177,0.0,7.099999999999999e-05,0.000176,0.004458,0.000331,3e-05,0.0,3e-05,3e-05,0.060399999999999995,6e-06,0.00022,0.0,0.0,0.0,0.0,0.00059,0.00032,0.0,0.095,85.0,3 oz,148.0,"1 thigh, without skin",32.0,197
2945,"CHICKEN,STEWING,MEAT ONLY,RAW",72.54,21.26,6.32,1.27,0.0,0.0,0.0,0.089,1.09,105.0,32.0,,,1.57,1.94,1.57,0.01,0.00109,0.024,0.209,0.251,0.079,0.0014,1.9e-05,0.000157,0.0033,0.000149,0.000207,0.007477,0.00044,7e-05,0.0,7e-05,7e-05,,3.8e-06,0.00032,0.0,0.0,0.0,0.0,0.0,0.00023999999999999998,2e-05,0.063,85.0,3 oz,194.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",50.0,148
2946,"VINESPINACH,(BASELLA),RAW",93.1,1.8,0.3,1.4,3.4,,,0.107,0.053,8000.0,400.0,0.0,0.0,,,,0.109,0.0012,0.065,0.052,0.51,0.024,0.00043,0.000735,8e-06,0.102,5e-05,0.000155,0.0005,0.00023999999999999998,0.0014,0.0,0.0014,0.0014,,0.0,0.0,,,,,,,,0.0,,,,,0.0,19
2947,"PUMPKIN PIE MIX,CANNED",71.49,1.09,0.13,0.91,26.39,8.3,,0.068,1.137,8298.0,415.0,0.0,0.0,0.065,0.016,0.007,0.037,0.00106,0.016,0.045,0.138,0.208,0.00027,0.00040100000000000004,1.1000000000000001e-05,0.0035,1.6e-05,0.000118,0.000374,0.00015900000000000002,0.00035,0.0,0.00035,0.00035,,0.0,0.0,,,,,,,,0.0,270.0,1 cup,,,0.0,104
2948,"TORTILLA,INCL PLN & FROM MUTTON SNDWCH (NAVAJO)",39.96,7.28,0.95,1.87,49.94,2.4,2.75,0.102,0.17,,,,,0.296,0.185,0.391,0.07,0.00381,0.019,0.146,0.105,0.482,0.00032,0.000268,0.00016600000000000002,0.0,0.00037,0.000114,0.004125,5.9999999999999995e-05,0.00098,0.00087,0.00011,0.00159,,,,,,,,,0.00019,4e-06,,197.0,1 serving,,,0.0,237
2949,"CAMPBELL'S RED & WHITE,CHICK VEG SOUP,COND",83.2,2.38,0.79,1.72,11.9,1.6,2.38,,,1984.0,,,,0.397,0.0,0.0,0.016,0.00029,,,0.127,0.706,,,,0.0,,,,,,,,,,,,,,,,,,,0.004,126.0,"1 serving, 1/2 cup",,,0.0,63
2950,"RICE CAKES,BROWN RICE,PLN,UNSALTED",5.8,8.2,2.8,1.7,81.5,4.2,0.88,0.445,1.0,0.0,0.0,0.0,0.0,0.57,1.03,0.99,0.011,0.00149,0.131,0.36,0.29,0.026,0.003,0.00373,0.000246,0.0,6.1e-05,0.000165,0.0078060000000000004,0.00015,0.00021,0.0,0.00021,0.00021,0.0316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00124,1.8999999999999998e-05,0.0,9.0,1 cake,18.0,2 cakes,0.0,387
2951,"VEAL,VAR MEATS&BY-PRODUCTS,PANCREAS,CKD,BRSD",55.7,29.1,14.6,1.5,0.0,0.0,,0.101,,0.0,0.0,,,5.01,5.03,2.72,0.018,0.0023799999999999997,0.024,0.512,0.278,0.068,0.0052,0.000235,0.000391,0.006,0.000187,0.000506,0.0041459999999999995,0.00019,3e-05,0.0,3e-05,3e-05,,0.00017329999999999998,0.0,,,,,,,,,85.0,3 oz,240.0,"1 unit, cooked (yield from 1 lb raw meat)",0.0,256
2952,"BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0"" FAT,SEL,RAW",73.04,22.16,5.1,1.1,0.0,0.0,0.0,0.068,0.371,7.0,2.0,0.1,2.0,1.706,1.799,0.375,0.014,0.00248,0.013,0.222,0.298,0.042,0.00337,8e-06,0.000215,0.0,5.7e-05,0.000335,0.005125,0.000622,4e-05,0.0,4e-05,4e-05,0.0583,3.72e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.00022,1.5e-05,0.062,85.0,3 oz,172.0,1 steak,2.0,135
2953,"CLOUDBERRIES,RAW (ALASKA NATIVE)",87.0,2.4,0.8,1.2,8.6,,,,,210.0,,,,,,,0.018,0.0007,,0.035,,,,,,0.158,5e-05,7.000000000000001e-05,0.0009,,,,,,,,,,,,,,,,,,,,,0.0,51
2954,TARO CHIPS,2.0,2.3,24.9,2.7,68.1,7.2,3.82,0.28,0.668,142.0,7.0,0.0,0.0,6.43,4.43,12.88,0.06,0.0012,0.084,0.131,0.755,0.342,0.00038,1e-06,1.8e-05,0.005,0.000174,2.9e-05,0.000515,0.000438,0.0002,0.0,0.0002,0.0002,0.0443,0.0,0.0,0.0,0.00066,0.00037,0.0,0.0,0.01134,0.00018,0.0,28.0,1 oz,23.0,10 chips,0.0,498
2955,"CRISPY CHICK,BACON,& TOMATO CLUB SNDWCH,W/ CHS,LETUCE,& MAYO",48.02,15.38,11.76,2.23,22.61,1.2,4.99,0.097,0.911,343.0,32.0,0.2,7.0,3.372,4.5,3.207,0.092,0.00132,0.031,0.224,0.256,0.605,0.00117,,0.000146,0.0038,0.000176,0.00016900000000000002,0.0047480000000000005,0.000279,0.0003,6e-05,0.00023,0.00034,0.0166,4.6e-06,0.00017,9e-05,0.00166,0.0,0.00237,0.00072,0.0005,8.400000000000001e-05,0.038,271.0,1 sandwich,,,0.0,257
2956,"CEREALS,QUAKER,CORN GRITS,INST,PLN,DRY",7.2,7.31,2.14,4.55,78.42,4.2,1.51,0.03,0.242,3.0,0.0,0.0,0.0,0.362,0.395,0.967,0.378,0.03875,0.028,0.072,0.135,1.121,0.00041,0.000205,0.000171,0.0,0.001946,0.0006969999999999999,0.009002000000000001,0.00014000000000000001,0.00176,0.00134,0.00042,0.0027,0.0144,0.0,0.0,0.0,1e-05,1e-05,0.0,5e-05,5e-05,0.0,0.0,29.0,1 packet,7.0,1 tbsp,0.0,343
2957,"YAM,CKD,BLD,DRND,OR BKD,WO/SALT",70.13,1.49,0.14,0.76,27.48,3.9,0.49,0.152,0.311,122.0,6.0,0.0,0.0,0.029,0.005,0.06,0.014,0.0005200000000000001,0.018,0.049,0.67,0.008,0.0002,0.000371,7e-06,0.0121,9.5e-05,2.8e-05,0.0005520000000000001,0.000228,0.00016,0.0,0.00016,0.00016,0.0162,0.0,0.0,0.0,0.00073,0.0,0.0,0.0,0.00034,2.2999999999999997e-05,0.0,136.0,"1 cup, cubes",68.0,".5 cup, cubes",0.0,116
2958,"FRANKFURTER,BF,PORK,& TURKEY,FAT FREE",71.5,12.5,1.59,3.2,11.21,0.0,0.0,0.117,,0.0,0.0,0.1,2.0,0.5,0.74,0.35,0.054,0.0017800000000000001,0.014,0.132,0.22,0.88,0.00292,,0.000187,0.024,0.000162,0.000154,0.0034660000000000003,0.00018099999999999998,6e-05,0.0,6e-05,6e-05,0.07490000000000001,1.06e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05,0.041,57.0,"1 frank,  1 NLEA serving",,,0.0,109
2959,"CEREALS RTE,GENERAL MILLS,CHEERIOS,YOGURT BURST,STRAWBERRY",2.23,6.67,5.23,4.22,81.75,6.7,30.0,0.227,0.684,2500.0,750.0,3.3,133.0,1.667,1.667,1.667,0.333,0.015,0.08,0.2,0.2,0.567,0.0125,,0.00017800000000000002,0.02,0.00125,0.001417,0.016667,0.001667,0.00667,0.00652,0.00015,0.01123,0.022600000000000002,5e-05,0.0075,0.0,0.0,0.0,0.0,0.00092,0.00033,1.7e-05,0.0,30.0,".75 cup,  (1 NLEA serving)",,,0.0,400
2960,"BEEF,CHUCK,UND BL POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD",58.22,30.54,10.46,1.39,0.0,0.0,0.0,0.101,0.76,6.0,2.0,0.1,5.0,4.002,5.068,0.519,0.014,0.00319,0.022,0.206,0.306,0.065,0.01132,1.6e-05,0.000355,0.0,7.000000000000001e-05,0.000247,0.0038740000000000003,0.00031800000000000003,8e-05,0.0,8e-05,8e-05,0.097,3.3900000000000004e-05,2e-05,0.0,0.0,0.0,0.0,0.0,8e-05,1.6e-05,0.104,85.0,3 oz,647.0,1 roast,24.0,216
2961,"DOLPHINFISH,RAW",77.55,18.5,0.7,2.1,0.0,0.0,,0.041,0.75,180.0,54.0,,,0.188,0.121,0.165,0.015,0.00113,0.03,0.143,0.416,0.088,0.00046,1.4999999999999999e-05,0.000365,0.0,2e-05,7.000000000000001e-05,0.0060999999999999995,0.0004,5e-05,0.0,5e-05,5e-05,,6e-06,0.00054,,,,,,,,0.073,85.0,3 oz,204.0,1 fillet,0.0,85
2962,"CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT ONLY,RAW",76.78,19.41,3.71,0.92,0.0,0.0,0.0,0.066,1.1,22.0,7.0,0.0,1.0,0.949,1.33,0.854,0.009,0.00076,0.02,0.174,0.225,0.114,0.0020499999999999997,1.4e-05,0.000218,0.0,8.999999999999999e-05,0.00022,0.005198,0.000381,4e-05,0.0,4e-05,4e-05,0.0567,5.1e-06,7e-05,0.0,0.0,0.0,0.0,0.00102,0.00017999999999999998,2.9e-05,0.089,130.0,"1 drumstick,  with skin",122.0,"1 drumstick, without skin",42.0,116
2963,"BRATWURST,PORK,CKD",51.45,13.72,29.18,2.8,2.85,0.0,0.0,0.104,0.666,6.0,2.0,1.1,44.0,9.998,14.692,2.632,0.028,0.00053,0.021,0.208,0.348,0.846,0.00325,1.4e-05,0.00039700000000000005,0.0,0.00045900000000000004,0.000307,0.004795,0.00032700000000000003,3e-05,0.0,3e-05,3e-05,0.094,7.2999999999999996e-06,2e-05,0.0,0.0,0.0,0.0,0.0,0.00026000000000000003,3.4e-05,0.074,85.0,"1 link, cooked",,,0.0,333
2964,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN & FAT,UNHTD",67.5,16.09,12.13,2.93,1.35,0.0,0.88,0.113,0.441,34.0,10.0,,,3.984,5.475,1.592,0.009,0.00064,0.017,0.205,0.213,0.99,0.00156,2.2e-05,0.00036,0.0,0.000273,0.000186,0.003822,0.000236,1e-05,0.0,1e-05,1e-05,0.0724,5.3e-06,0.0001,0.0,0.0,0.0,0.0,0.0,0.00028000000000000003,0.0,0.058,28.0,"1 oz, rump",453.6,"1 lb, rump",18.0,179
2965,"LITTLE CAESARS 14"" ORIGINAL RND MEAT & VEG PIZZA,REG CRUST",51.1,12.12,11.35,2.32,23.1,2.1,3.74,0.142,0.573,211.0,48.0,,,4.561,4.063,1.72,0.167,0.00211,0.024,0.207,0.195,0.578,0.00155,0.000265,0.00027100000000000003,0.0,0.00028599999999999996,0.000263,0.0035670000000000003,,,,,,,6.1e-06,0.00046,,,,,,0.0009,5.7e-05,0.031,115.0,1 slice,1043.0,1 pie,0.0,243
2966,"ONIONS,DEHYDRATED FLAKES",3.93,8.95,0.46,3.38,83.28,9.2,37.41,0.416,1.38,18.0,1.0,0.0,0.0,0.078,0.064,0.18,0.257,0.00155,0.092,0.303,1.622,0.021,0.00189,0.001389,5e-05,0.075,0.0005,0.0001,0.00099,0.0016,0.00166,0.0,0.00166,0.00166,0.053899999999999997,0.0,0.0,0.0,0.00011,0.0,0.0,0.00032,0.00017999999999999998,3.7999999999999995e-05,0.0,5.0,1 tbsp,14.0,.25 cup,0.0,349
2967,"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,CKD,B",57.54,32.1,10.24,1.12,0.0,0.0,0.0,0.095,0.67,8.0,2.0,0.1,5.0,3.0,6.4,0.69,0.016,0.0028599999999999997,0.021,0.212,0.292,0.07,0.01094,1.7e-05,0.000343,0.0,7.000000000000001e-05,0.00023999999999999998,0.00422,0.00029499999999999996,8e-05,0.0,8e-05,8e-05,0.1019,3.4e-05,2e-05,0.0,0.0,0.0,0.0,0.0,5e-05,1.6e-05,0.099,85.0,3 oz,231.0,1 piece,24.0,221
2968,"CEREALS RTE,KELLOGG'S SPL K CHOCOLATEY DELIGHT",3.0,6.5,7.3,2.2,81.2,10.6,29.9,0.38,0.777,2419.0,725.0,3.2,129.0,6.3,0.2,0.6,0.018,0.0261,0.061,0.175,0.272,0.582,0.0014,0.0031709999999999998,0.00031600000000000004,0.068,0.0016899999999999999,0.0019199999999999998,0.022600000000000002,0.00226,0.00452,0.00433,0.00019,0.00755,0.0285,6.8e-05,0.00725,0.0,2e-05,0.0,0.0,0.00083,0.00053,1.8e-05,0.0,31.0,".75 cup,  (1 NLEA serving)",,,0.0,381
2969,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN&FAT,CKD,BRLD",53.37,27.63,15.76,1.12,0.0,0.0,,0.068,0.701,7.0,2.0,,,5.79,7.01,1.24,0.028,0.0007700000000000001,0.026,0.237,0.401,0.062,0.00226,1.7999999999999997e-05,0.00044,0.0003,0.000834,0.0003,0.004945000000000001,0.000371,8e-05,0.0,8e-05,8e-05,,6.7e-06,2e-05,,,,,,,,0.082,85.0,3 oz,80.0,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 113 g)",6.0,260
2970,"MORNINGSTAR FARMS BBQ RIBLETS,FRZ,UNPREP",60.5,11.4,2.3,1.2,24.6,4.3,17.2,,,4.0,,0.0,0.0,0.3,1.4,0.7,0.084,0.002,0.07,0.196,0.407,0.438,0.0009,,,0.002,0.0,0.0,0.0,0.0,2e-05,,2e-05,,,0.0,,,,,,,,,0.0,142.0,1 Riblet with Sauce,,,0.0,165
2971,"PLUMS,WILD (NORTHERN PLAINS INDIANS)",76.68,0.43,0.17,0.77,21.95,6.0,10.61,0.035,0.301,3464.0,173.0,,,,,,0.011,0.00017,0.008,0.03,0.364,0.004,8.999999999999999e-05,7.6e-05,,0.0103,5e-06,4.2000000000000004e-05,0.000367,9.3e-05,1e-05,,1e-05,,0.0052,,,0.0014,0.0193,0.00157,0.0,0.0092,0.00053,0.000112,,161.0,1 cup,,,0.0,91
2972,"FAST FOODS,SALAD,VEG TOSSED,WO/DRSNG,W/TURKEY,HAM&CHS",82.45,7.98,4.93,1.29,1.45,,,0.051,0.28,323.0,45.0,,,2.508,1.585,0.443,0.072,0.0006,0.015,0.123,0.123,0.228,0.0009599999999999999,0.00011,0.00011300000000000001,0.005,0.00011999999999999999,0.00011999999999999999,0.00183,0.00013000000000000002,0.00031,0.0,0.00031,0.00031,,2.6e-06,0.00034,,,,,,,,0.043,326.0,1.5 cup,,,0.0,82
2973,"FRUIT PUNCH JUC DRK,FRZ CONC,PREP W/H2O",89.15,0.07,0.17,0.2,11.4,0.0,11.4,0.024,0.025,5.0,0.0,,,0.021,0.021,0.042,0.007,0.0002,0.003,0.003,0.066,0.005,0.00017,5.1e-05,0.0,0.0048,1e-06,5.6e-05,5e-05,1.1e-05,2e-05,0.0,2e-05,2e-05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1 fl oz,234.0,"1 serving, 8 fl oz",0.0,42
2974,"CROISSANTS,CHEESE",21.0,9.2,20.9,1.9,47.0,2.6,11.35,0.1,0.842,805.0,204.0,0.0,0.0,10.628,6.509,2.384,0.053,0.00215,0.024,0.13,0.132,0.361,0.00094,0.00034,0.000268,0.0002,0.000523,0.000325,0.00216,7.3e-05,0.00074,0.00041,0.00033,0.00103,0.038799999999999994,3.2e-06,0.00197,0.0,0.00089,0.0,0.0,0.00043,0.0014399999999999999,0.000109,0.057,28.0,1 oz,42.0,"1 croissant,  small",0.0,414
2975,"PAPA JOHN'S 14"" PEPPERONI PIZZA,ORIGINAL CRUST",43.6,11.97,11.86,2.53,30.04,1.2,4.84,0.128,0.266,294.0,58.0,0.0,0.0,4.908,3.912,2.206,0.152,0.00198,0.023,0.196,0.15,0.671,0.00134,0.000348,0.000293,0.0,0.000431,0.000486,0.003225,0.000162,0.00072,0.00043,0.00029,0.00102,,7.9e-06,0.00052,,,,,,0.0011,6.1e-05,0.026,123.0,1 slice,1021.0,1 pie,0.0,275
2976,"SUNSHINE,CHEEZ-IT,SCRABBLE JR. CRACKERS",2.0,10.9,17.3,,67.9,2.6,0.6,,,391.0,117.0,,,4.5,3.1,7.5,,0.0046,0.018,0.075,0.115,0.612,,,,,0.00065,0.00039,0.0052,,0.00149,,,,,,,,,,,,,,0.012,30.0,26 crackers,,,0.0,466
2977,"MORNINGSTAR FARMS BRKFST BSCT SAUSAGE,EGG & CHS,FRZ,UNPRE",42.9,9.3,8.1,2.2,37.5,1.5,4.0,,,195.0,,0.0,0.0,4.2,1.6,1.2,0.117,0.003,0.218,0.294,0.181,0.568,0.0008,,,0.0,0.0004,0.0003,0.0032,0.0001,0.00074,0.0,0.00074,0.00074,,7e-06,,,,,,,,,0.022,105.0,1 Biscuit,,,0.0,260
2978,"ROWAL,RAW",71.4,2.3,2.0,0.4,23.9,6.2,14.1,1.06,,383.0,19.0,,,0.245,,,0.015,0.0022,0.032,0.052,0.131,0.004,0.00043,0.000155,,0.0258,,,,,,,,,,,0.0,0.0,0.0023,,,,,,,114.0,.5 cup,,,,111
2979,"FIGS,RAW",79.11,0.75,0.3,0.66,19.18,2.9,16.26,0.07,0.3,142.0,7.0,0.0,0.0,0.06,0.066,0.144,0.035,0.00037,0.017,0.014,0.232,0.001,0.00015,0.000128,2e-06,0.002,5.9999999999999995e-05,5e-05,0.0004,0.00011300000000000001,6e-05,0.0,6e-05,6e-05,0.0047,0.0,0.0,0.0,0.00085,0.0,0.0,9e-05,0.00011,4.7000000000000004e-05,0.0,64.0,"1 large,  (2-1/2"" dia)",50.0,"1 medium,  (2-1/4"" dia)",1.0,74
2980,"BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW",65.2,15.7,18.6,1.3,0.0,0.0,,0.06,3.9,0.0,0.0,,,6.41,6.44,3.47,0.009,0.00222,0.018,0.327,0.276,0.067,0.0025800000000000003,0.00015,0.000247,0.013699999999999999,0.00014000000000000001,0.00044500000000000003,0.00445,0.0002,3e-05,0.0,3e-05,3e-05,,0.00014,0.0,,,,,,,,0.205,28.0,1 oz,113.0,4 oz,0.0,235
2981,"GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,CKD,STWD",58.82,30.38,8.41,1.09,0.0,0.0,0.0,0.176,0.67,0.0,0.0,0.0,0.0,2.51,2.27,1.63,0.02,0.00237,0.02,0.226,0.3,0.037,0.00237,3.2e-05,0.000385,0.0,5.9999999999999995e-05,0.00017,0.0071600000000000006,0.00034,9e-05,0.0,9e-05,9e-05,0.1212,6.51e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00044,1.6e-05,0.086,85.0,3 oz,299.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)",0.0,206
2982,"KEEBLER,FUDGE SHOPPE,FUDGE STRIPES,OATMEAL",1.9,5.5,23.8,,66.4,7.1,33.1,,,,,0.0,1.0,14.7,3.1,5.2,,0.0013,0.013,0.072,0.252,0.367,0.0002,,,,0.00022,0.00011999999999999999,0.0012,,0.00033,,,,,,,,,,,,,,0.0,31.0,3 cookies,,,0.0,478
2983,"GAME MEAT,BEAVER,RAW",70.97,24.05,4.8,1.0,0.0,0.0,,,,0.0,0.0,,,,,,0.015,0.006900000000000001,0.025,0.237,0.348,0.051,,,0.000266,0.002,5.9999999999999995e-05,0.00022,0.0019,,,,,,,,0.0,,,,,,,,,28.0,1 oz,453.6,1 lb,0.0,146
2984,"COOKIES,SHORTBREAD,COMMLY PREP,PLN",3.6,5.37,26.22,1.04,63.78,1.3,21.65,0.09,0.321,1.0,0.0,0.0,0.0,8.105,6.708,8.326,0.013,0.00298,0.014,0.066,0.088,0.353,0.00049,0.000393,6.2e-05,0.0,0.00035299999999999996,0.000314,0.0032749999999999997,7.099999999999999e-05,0.00081,0.00061,0.0002,0.00124,0.0009,0.0,0.0,0.0,1e-05,0.0,0.0,0.00029,0.00244,0.00011,0.0,28.0,1 oz,11.8,1 cookie,0.0,514
2985,"BABYFOOD,CEREAL,RICE,DRY",6.7,7.1,4.9,3.6,77.7,0.5,0.12,0.331,,0.0,0.0,0.0,0.0,0.919,1.26,2.016,0.85,0.0475,0.206,0.59,0.385,0.006,0.00198,,0.000116,0.0024,0.002645,0.002221,0.031243,0.000479,0.00024,0.0,0.00024,0.00024,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,2.0,1 tbsp,15.0,.5 oz,0.0,391
2986,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",64.28,30.09,3.77,1.29,0.0,0.0,0.0,0.066,0.497,9.0,3.0,0.0,1.0,1.556,1.794,0.31,0.018,0.00325,0.017,0.306,0.435,0.075,0.00515,5e-06,0.000308,0.0,8.9e-05,0.000328,0.008975,0.000882,5e-05,0.0,5e-05,5e-05,0.0901,2.28e-05,3e-05,0.0,0.0,0.0,0.0,0.0,0.00032,1.5e-05,0.086,85.0,3 oz,277.0,1 steak,0.0,162
2987,"PORK,CURED,HAM,SLICE,BONE-IN,LN & FAT,UNHTD",66.09,22.45,9.17,2.7,0.21,0.0,0.05,0.142,0.645,5.0,1.0,,,2.945,3.955,1.281,0.012,0.00115,0.022,0.25,0.348,0.744,0.00229,2.2e-05,0.000215,0.0,0.000462,0.000225,0.00605,0.000448,1e-05,0.0,1e-05,1e-05,0.086,5.7e-06,1e-05,0.0,0.0,0.0,0.0,0.0,0.00034,3e-06,0.065,85.0,"1 serving,  (3 oz)",425.0,1 slice,5.0,173
2988,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW",61.52,19.61,18.16,0.92,0.0,0.0,0.0,0.067,0.56,0.0,0.0,,,8.41,8.93,0.79,0.023,0.0014199999999999998,0.02,0.18,0.302,0.05,0.0034100000000000003,1.1e-05,0.00022,0.0,6.1e-05,9.5e-05,0.005782,0.000535,0.00011,0.0,0.00011,0.00011,0.0819,1.01e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00041,1.6e-05,0.085,85.0,3 oz,164.0,1 steak,2.0,247
