Shrt_Desc,Water_(g),Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Vit_A(g),Calcium_(g),Iron_(g),Magnesium_(g),Phosphorus_(g),Potassium_(g),Sodium_(g),Zinc_(g),Copper_g),Manganese_(g),Selenium_(g),Vit_C_(g),Thiamin_(g),Riboflavin_(g),Niacin_(g),Panto_Acid_g),Vit_B6_(g),Folate_Tot_(g),Folic_Acid_(g),Food_Folate_(g),Choline_Tot_ (g),Vit_B12_(g),Retinol_(g),Alpha_Carot_(g),Beta_Carot_(g),Beta_Crypt_(g),Lycopene_(g),Lut+Zea_ (g),Vit_E_(g),Vit_D_g,Vit_K_(g),Cholestrl_(g),Energ_Kcal
"PEANUTS,VALENCIA,OIL-ROASTED,WO/SALT",2.12,27.04,51.24,3.29,16.3,8.9,,7.894,23.065,17.772,0.0,0.054,0.00165,0.16,0.319,0.612,0.006,0.0030800000000000003,0.000838,0.001721,7.5e-05,0.0,8.999999999999999e-05,0.000153,0.014338,0.001387,0.000243,0.00126,0.0,0.00126,,0.0,0.0,,,,,,,0.0,,0.0,589
"GRAPES,RED OR GRN (EURO TYPE,SUCH AS THOMPSON SEEDLESS),RAW",80.54,0.72,0.16,0.48,18.1,0.9,15.48,0.054,0.007,0.048,0.00019800000000000002,0.01,0.00035999999999999997,0.007,0.02,0.191,0.002,7.000000000000001e-05,0.000127,7.099999999999999e-05,1e-06,0.0032,6.900000000000001e-05,7.000000000000001e-05,0.000188,5e-05,8.599999999999999e-05,2e-05,0.0,2e-05,0.0056,0.0,0.0,1e-05,0.00039,0.0,0.0,0.00072,0.00019,0.0,0.000146,0.0,69
"SYRUPS,SORGHUM",22.7,0.0,0.0,2.4,74.9,0.0,74.9,0.0,0.0,0.0,0.0,0.15,0.0038,0.1,0.056,1.0,0.008,0.00041,0.00013000000000000002,0.0015300000000000001,1.7e-05,0.0,0.0001,0.000155,0.0001,0.000804,0.00067,0.0,0.0,0.0,0.013300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290
"FAST FOODS,CHSBURGER; SINGLE,LRG PATTY; W/ CONDMNT,VEG & HAM",50.05,15.55,18.97,2.42,13.01,,,8.317,7.429,1.516,0.000597,0.119,0.00198,0.02,0.209,0.212,0.674,0.00261,9.7e-05,0.000147,0.000128,0.0029,0.00020999999999999998,0.00022,0.00361,0.00041,0.00015,0.00031,0.00011,0.0002,,1.1299999999999999e-05,,,,,,,,,,0.048,286
"MACARONI OR NOODLES W/ CHS,MICROWAVEABLE,UNPREP",8.07,11.48,6.56,3.15,70.75,1.6,8.2,2.814,1.625,1.987,0.001008,0.328,0.0023599999999999997,0.049,0.328,0.348,0.902,0.00123,0.000193,,0.000475,0.0,0.0010400000000000001,0.000626,0.003882,,0.00014199999999999998,0.00204,0.00187,0.00017,0.036,7.7e-06,0.00098,0.0,5e-05,0.0,0.0,0.00015,0.00013000000000000002,0.0,2e-06,0.008,388
"MURRAY,SUGAR FREE,CHOC CHIP & PECAN COOKIES",3.2,6.0,31.4,,58.6,5.1,1.5,9.6,9.9,9.8,,,0.003,0.037,0.124,0.157,0.39,0.001,,,,,0.0004,0.00023,0.0026,,4e-05,0.00067,,,,,,,,,,,,2e-06,,0.007,497
"PRAIRIE TURNIPS,BLD (NORTHERN PLAINS INDIANS)",67.68,1.64,0.32,0.36,29.99,7.2,4.74,,,,,0.103,0.00095,0.049,0.02,0.108,0.004,0.00028000000000000003,3.8e-05,0.00020899999999999998,,0.002,0.000126,3.9e-05,0.000708,,0.000379,,,,,,,,,,,,,,,,129
"SALAD DRSNG,FRENCH DRSNG,RED FAT,WO/ SALT",54.28,0.58,13.46,2.4,29.28,1.1,28.45,1.099,5.898,5.029,0.0016229999999999999,0.011,0.00087,0.008,0.016,0.107,0.03,0.0002,0.00016,0.00011,1.6e-05,0.0,2.4e-05,5.2e-05,0.000467,2.6e-05,5.5e-05,2e-05,0.0,2e-05,,0.0,0.0,0.0,0.00289,0.0007,0.0253,0.00124,0.0028599999999999997,,4.8e-05,0.0,233
"CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,CREAMY TOMATO SOUP",84.7,1.22,2.04,1.83,10.2,1.2,6.53,0.408,,,0.0006119999999999999,0.016,0.00015,,,,0.306,,,,,0.0024,,,,,,,,,,,,,,,,,,,,0.002,64
"PINEAPPLE,RAW,TRADITIONAL VAR",87.24,0.55,0.13,0.27,11.82,,8.29,,,,0.000156,0.013,0.00025,0.012,0.009,0.125,0.001,8e-05,8.1e-05,0.001593,0.0,0.0169,7.8e-05,2.9e-05,0.00047,0.000193,0.000106,0.00011,,0.00011,0.0056,,,0.0,0.00031,0.0,0.0,0.0,,0.0,7e-06,,45
"FAST FOODS,OYSTERS,BATTERED OR BREADED,&FRIED",47.97,9.02,12.9,1.41,28.69,,,3.294,4.979,3.337,0.000783,0.02,0.00321,0.017,0.141,0.131,0.487,0.01125,0.0005729999999999999,0.000305,0.000663,0.003,0.00022,0.00025,0.00318,0.00076,2e-05,0.00022,0.00013,9e-05,,7.2999999999999996e-06,0.00078,,,,,,,,,0.078,265
"V8 SPLASH JUC DRINKS,ORCHARD BLEND",92.2,0.0,0.0,0.1,7.82,,7.82,,,,0.006174,,,,,0.01,0.021,,,,,0.0247,,,,,,,,,,,,,,,,,0.00111,,,,33
"FORMULATED,WHEAT-BASED,ALL FLAVORS XCPT MACADAMIA,WO/SALT",2.0,13.11,62.3,1.8,20.79,5.2,,9.37,25.722,24.284,3e-06,0.022,0.0026,0.059,0.366,0.32,0.091,0.00296,0.00018099999999999998,0.0069489999999999994,,0.0001,0.0004,0.0003,0.0015,0.000312,0.000348,0.00125,0.0,0.00125,,0.0,0.0,,,,,,,0.0,,0.0,647
"SAUSAGE,SMOKED LINK SAUSAGE,PORK & BF",53.97,12.0,28.73,2.89,2.42,0.0,0.0,9.769,12.238,3.927,0.000222,0.012,0.00075,0.013,0.121,0.179,0.911,0.00126,7.7e-05,4.8e-05,0.0,0.0,0.000192,0.000106,0.00294,0.0005250000000000001,0.000163,2e-05,0.0,2e-05,0.0507,5.7999999999999995e-06,0.00011,0.00011,0.00011,0.00011,0.00011,0.0,0.00013000000000000002,1.1000000000000001e-05,0.0,0.058,320
"SOUP,CHICK W/ DUMPLINGS,CND,PREP W/ EQ VOLUME H2O",91.78,2.33,2.29,1.1,2.51,0.2,0.33,0.54,1.05,0.54,0.000654,0.006,0.00026000000000000003,0.002,0.025,0.048,0.305,0.00015,5.1e-05,0.000203,4.9000000000000005e-05,0.0,7e-06,2.9999999999999997e-05,0.000727,5.9999999999999995e-05,1.4999999999999999e-05,1e-05,0.0,1e-05,0.0062,7.000000000000001e-07,9e-05,0.00038,0.00093,0.0,0.0,0.0001,0.00023,0.0,1.7e-05,0.014,40
"BEEF,RND,FULL CUT,LN,1/4""FAT,CHOIC,CKD,BRLD",60.5,29.21,7.31,1.41,0.0,0.0,0.0,2.56,3.1,0.31,0.0,0.005,0.0027,0.028,0.256,0.422,0.064,0.00464,0.000106,1.6e-05,0.000277,0.0,0.0001,0.00022,0.00426,0.00041,0.0004,0.0001,0.0,0.0001,0.1113,3.17e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00014000000000000001,1e-06,1.5e-05,0.078,191
"BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD",69.98,25.1,4.2,1.6,0.0,0.0,,1.39,1.12,0.31,0.0,0.012,0.03936,0.019,0.305,0.284,0.057,0.00279,0.000924,7.5e-05,0.0009140000000000001,0.0503,4.8e-05,0.0003,0.005567,0.000876,4e-05,4e-05,0.0,4e-05,,5.0199999999999994e-05,0.0,,,,,,,,,0.347,145
"CANDIES,MARS SNACK US,COCOAVIA BLUEBERRY & ALMOND CHOC BAR",2.9,6.35,28.68,1.7,60.37,9.1,38.99,13.07,,,7.5e-05,0.985,0.00318,,,,0.008,,,,,0.0342,,,,,0.0013640000000000002,0.00182,,0.00182,,2.73e-05,,,,,,,0.0092,,,0.0,525
"HEADCHEESE,PORK",73.84,13.83,10.9,2.08,0.0,0.0,0.0,3.402,5.601,1.134,0.0,0.016,0.0015,0.009,0.056,0.031,0.941,0.0009699999999999999,0.000122,,1e-06,0.0,2.3e-05,0.000115,0.00044,,0.00019,2e-05,0.0,2e-05,0.1041,1.0500000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,9e-06,3.4e-05,0.069,157
"BABYFOOD,GRN BNS,DICES,TODD",92.6,1.2,0.2,0.4,5.7,1.3,1.06,0.044,0.008,0.102,0.0014429999999999998,0.027,0.0004,0.019,0.022,0.116,0.037,0.0001,2.9999999999999997e-05,8e-05,4e-06,0.0017,2e-05,4e-05,0.00023,5.1e-05,2.9999999999999997e-05,0.00032,0.0,0.00032,0.022600000000000002,0.0,0.0,0.0,0.00288,0.0,0.0,0.00487,0.00031,0.0,0.00011,0.0,29
"YARDLONG BNS,MATURE SEEDS,RAW",8.43,24.33,1.31,4.03,61.91,11.0,,0.339,0.114,0.565,0.000156,0.138,0.00861,0.338,0.559,1.157,0.017,0.0035,0.000879,0.00159,8.199999999999999e-05,0.0016,0.000887,0.000235,0.0021579999999999998,0.001556,0.000371,0.00658,0.0,0.00658,,0.0,0.0,,,,,,,0.0,,0.0,347
"ENDIVE,RAW",93.79,1.25,0.2,1.41,3.35,3.1,0.25,0.048,0.004,0.087,0.006501,0.052,0.00083,0.015,0.028,0.314,0.022,0.00079,9.900000000000001e-05,0.00041999999999999996,2e-06,0.0065,8e-05,7.5e-05,0.0004,0.0009,2e-05,0.00142,0.0,0.00142,0.016800000000000002,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.00044,0.0,0.00231,0.0,17
"MURRAY,DUPLEX CREME SNDWCH COOKIES",2.5,4.9,18.8,,72.6,1.8,37.6,6.2,4.3,6.9,,,0.0027,0.023,0.083,0.093,0.412,0.0003,,,,,0.00034,0.00023,0.0028,,2e-05,0.00067,,,,,,,,,,,,,,0.0,475
"KEEBLER,ANIMALS,COOKIES",2.8,5.6,14.2,,75.3,1.4,25.4,4.5,3.2,5.3,,0.375,0.0033,0.013,0.092,0.074,0.468,0.0004,,,,,0.00041999999999999996,0.00026000000000000003,0.0033,,2e-05,0.00098,,,,,,,,,,,,,,0.0,450
"SOUR CREAM,FAT FREE",80.6,3.1,0.0,0.7,15.6,0.0,0.39,0.0,0.0,0.0,0.000765,0.125,0.0,0.01,0.095,0.129,0.141,0.0005,1.6e-05,,5.3e-05,0.0,4e-05,0.00015,7.000000000000001e-05,,2e-05,0.00011,0.0,0.00011,0.0192,3e-06,0.00072,0.0,9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.009,74
"DOMINO'S 14"" CHS PIZZA,CRUNCHY THIN CRUST",41.58,12.33,15.1,2.8,28.18,2.5,4.09,6.345,3.748,3.762,,0.292,0.00091,0.024,0.292,0.202,0.628,0.0015400000000000001,9.6e-05,0.000229,0.00019800000000000002,0.0017,5.9999999999999995e-05,8e-05,0.00101,,7.000000000000001e-05,,,,,6.4e-06,,,,,,,0.00149,,0.00015800000000000002,0.027,298
"TOFU,FRIED",50.52,17.19,20.18,1.62,10.49,3.9,2.72,2.918,4.456,11.39,8.099999999999999e-05,0.372,0.00487,0.06,0.287,0.146,0.016,0.00199,0.000398,0.001495,0.000285,0.0,0.00017,5e-05,0.0001,0.00014000000000000001,9.900000000000001e-05,0.00027,0.0,0.00027,0.10629999999999999,0.0,0.0,0.0,0.00016,0.0,0.0,0.0,4e-05,0.0,7.8e-05,0.0,271
"READY-TO-DRINK RED FAT MILK,FLAV & SWTND,W/CA,VIT A & VIT D",82.32,3.05,1.83,0.73,12.08,0.4,11.4,1.124,0.47,0.075,0.000525,0.164,2.9999999999999997e-05,0.01,0.085,0.13,0.049,0.00045,6e-06,1.3e-05,2.2999999999999997e-05,0.0002,3.5999999999999994e-05,0.00017199999999999998,8.5e-05,0.000328,3.5000000000000004e-05,4e-05,0.0,4e-05,0.015099999999999999,4.9e-06,0.00051,0.0,4e-05,0.0,0.0,0.0,2.9999999999999997e-05,1.1000000000000001e-05,2e-06,0.008,77
"BUCKWHEAT GROATS,RSTD,CKD",75.63,3.38,0.62,0.43,19.94,2.7,0.9,0.134,0.188,0.188,0.0,0.007,0.0008,0.051,0.07,0.088,0.004,0.00061,0.000146,0.00040300000000000004,2.2000000000000003e-05,0.0,4e-05,3.9e-05,0.00094,0.000359,7.7e-05,0.00014,0.0,0.00014,0.0201,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,8.999999999999999e-05,0.0,1.8999999999999998e-05,0.0,92
"FRANKFURTER,BF,UNHTD",53.94,11.16,28.3,3.24,3.36,0.0,1.31,10.979,12.048,0.765,0.0,0.012,0.0012,0.009,0.152,0.316,0.992,0.0020299999999999997,5.5e-05,2.1000000000000002e-05,0.00010300000000000001,0.0,1.7999999999999997e-05,4.2999999999999995e-05,0.002028,,0.000185,0.0001,0.0,0.0001,0.048600000000000004,1.3799999999999998e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,9e-06,1.8e-05,0.055,316
"BUCKWHEAT FLR,WHOLE-GROAT",11.15,12.62,3.1,2.54,70.59,10.0,2.6,0.677,0.949,0.949,0.0,0.041,0.004059999999999999,0.251,0.337,0.577,0.011,0.00312,0.000515,0.0020299999999999997,5.7e-05,0.0,0.000417,0.00019,0.00615,0.00044,0.0005819999999999999,0.00054,0.0,0.00054,0.054200000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.00032,0.0,7e-05,0.0,335
"MACARONI,WHOLE-WHEAT,DRY",7.34,14.63,1.4,1.6,75.03,8.3,,0.258,0.195,0.556,0.0,0.04,0.00363,0.143,0.258,0.215,0.008,0.00237,0.00045400000000000003,0.003055,,0.0,0.000488,0.00014299999999999998,0.00513,0.000984,0.000223,0.00057,0.0,0.00057,,0.0,0.0,,,,,,,0.0,,0.0,348
"PANCAKES,BUCKWHEAT,DRY MIX,INCOMPLETE",9.1,10.9,2.7,6.0,71.3,8.5,7.21,0.439,0.581,1.0,0.0,0.476,0.004730000000000001,0.19,0.913,0.316,0.684,0.0025499999999999997,0.000415,0.001656,0.00013099999999999999,0.0,0.0005420000000000001,0.000249,0.004095,0.000415,0.000438,0.00053,0.00018,0.00035,0.027600000000000003,0.0,0.0,0.0,2e-05,0.0,0.0,0.00154,0.00047999999999999996,0.0,3e-05,0.0,340
"BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",72.66,23.59,3.26,1.12,0.0,0.0,0.0,1.253,1.484,0.232,2.1000000000000002e-05,0.013,0.00235,0.012,0.221,0.309,0.056,0.00378,4.8e-05,4e-06,0.00021899999999999998,0.0,6.4e-05,0.00022700000000000002,0.006667,0.00035,0.000641,4e-05,0.0,4e-05,0.0654,1.66e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.00023999999999999998,0.0,1.5e-05,0.061,124
"WHITEFISH,MXD SP,CKD,DRY HEAT",65.09,24.47,7.51,1.44,0.0,0.0,,1.162,2.559,2.755,0.00039299999999999996,0.033,0.00047,0.042,0.346,0.406,0.065,0.00127,9.2e-05,8.599999999999999e-05,0.00016199999999999998,0.0,0.000171,0.000154,0.003846,0.000865,0.00034599999999999995,0.00017,0.0,0.00017,,9.6e-06,0.00039,,,,,,,,,0.077,172
"RADISHES,ORIENTAL,DRIED",19.68,7.9,0.72,8.33,63.37,23.9,37.32,0.218,0.119,0.325,0.0,0.629,0.006730000000000001,0.17,0.204,3.494,0.278,0.00213,0.001631,0.000539,7e-06,0.0,0.00027,0.00068,0.0034,0.0018540000000000002,0.000618,0.00295,0.0,0.00295,0.1097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,4.5e-05,0.0,271
"FAST FOODS,HAM&CHS SNDWCH",50.8,14.17,10.6,1.59,22.84,,,4.409,4.615,0.942,0.000657,0.089,0.00222,0.011,0.104,0.199,0.528,0.00094,0.000125,9.5e-05,0.00015800000000000002,0.0019,0.00020999999999999998,0.00033,0.00184,0.0007099999999999999,0.00014000000000000001,0.00052,3e-05,0.00049,,3.7e-06,0.00066,,,,,,0.0002,,,0.04,241
"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,LN & FAT,HTD,RSTD",60.03,18.17,17.29,3.1,1.42,0.0,0.99,5.715,7.914,2.281,0.000114,0.008,0.001,0.015,0.193,0.216,0.945,0.0023599999999999997,0.000162,2.2e-05,0.00037299999999999996,0.0,0.00036199999999999996,0.000171,0.0041589999999999995,0.0005340000000000001,0.00034599999999999995,1e-05,0.0,1e-05,0.0752,4.2e-06,0.00012,0.0,0.0,0.0,0.0,0.0,0.00031,,0.0,0.072,234
"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,RAW",72.36,19.29,7.63,1.03,0.0,0.0,,2.73,3.07,0.7,0.0,0.016,0.0016200000000000001,0.024,0.183,0.268,0.07,0.00511,0.000107,2.4e-05,0.00022,0.0,0.00011999999999999999,0.00022,0.00519,0.0007,0.00016,0.00023,0.0,0.00023,,2.83e-05,0.0,,,,,,0.00022,,,0.067,151
"LAMB,NZ,IMP,FLAP,BNLESS,LN,RAW",69.49,21.72,10.31,0.98,0.0,0.0,0.0,3.918,2.716,0.404,9e-05,0.007,0.0009599999999999999,0.019,0.164,0.303,0.087,0.00315,7.000000000000001e-05,2e-06,3.7000000000000005e-05,0.0,4.2999999999999995e-05,0.00013900000000000002,0.004617,0.00046800000000000005,0.000115,,,,,2.1400000000000002e-05,9e-05,0.0,0.0,0.0,0.0,0.0,0.00037,0.0,,0.058,180
"CAKE,SNACK CAKES,NOT CHOC,W/ ICING OR FILLING,LOW-FAT",10.27,3.71,11.14,2.39,72.49,14.9,29.71,3.713,3.375,2.994,4.8e-05,0.223,0.00134,0.142,0.302,0.326,0.316,0.002,0.00026700000000000004,,0.00035200000000000005,0.0,0.000301,0.000372,0.0043170000000000005,,0.000331,0.00066,0.00034,0.00032,0.1047,2.4e-06,5e-05,0.0,0.0,0.0,0.0,9e-05,0.00115,3e-06,5.6e-05,0.093,405
"BEEF,CHK,MOCK TEN STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD",73.3,21.13,4.79,1.19,0.0,0.0,0.0,1.9,2.27,0.62,3.2999999999999996e-05,0.011,0.0024300000000000003,0.025,0.223,0.343,0.08,0.00793,8.7e-05,1.2e-05,0.000241,0.0,8e-05,0.000214,0.0035870000000000003,0.000858,0.00041299999999999996,3e-05,0.0,3e-05,0.07759999999999999,3.11e-05,3e-05,0.0,0.0,0.0,0.0,0.0,0.0002,1e-06,1.5e-05,0.067,128
"LAMB,DOM,LOIN,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD",51.57,25.17,23.08,1.09,0.0,0.0,0.0,9.83,9.7,1.68,0.0,0.02,0.00181,0.024,0.196,0.327,0.077,0.00348,0.00013000000000000002,2.2e-05,0.000274,0.0,0.0001,0.00025,0.0070999999999999995,0.00064,0.00013000000000000002,0.00018,0.0,0.00018,0.0938,2.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00013000000000000002,1e-06,4.8e-05,0.1,316
"BEEF,BRISKET,FLAT HALF,LN & FAT,0"" FAT,SEL,CKD,BRSD",59.38,33.59,6.77,0.98,0.0,0.0,0.0,2.666,2.913,0.25,0.0,0.02,0.00278,0.022,0.208,0.275,0.057,0.00801,0.00010499999999999999,1.1e-05,0.000325,0.0,6.3e-05,0.000158,0.004175,0.0005719999999999999,0.000285,9e-05,0.0,9e-05,0.1279,1.92e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,,1.5e-05,0.093,205
"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMIUM,NEWBORN,RTF",87.78,1.38,3.48,0.32,7.39,0.0,7.39,1.001,0.896,0.467,0.000597,0.051,0.0011799999999999998,0.005,0.028,0.071,0.018,0.00066,4.9000000000000005e-05,8.999999999999999e-06,1.8e-05,0.0079,5.3e-05,9.2e-05,0.000657,0.000328,3.9e-05,0.00011,0.00011,0.0,0.0158,2e-06,0.0006,0.0,0.0,0.0,0.0,0.0,0.00063,1.2e-05,5.9000000000000004e-05,0.0,66
"CANDIES,MARS SNACKFOOD US,TWIX PNUT BUTTER COOKIE BARS",1.82,9.18,32.67,2.18,54.15,3.1,36.13,15.758,12.317,3.407,0.000204,0.075,0.00132,0.061,0.173,0.264,0.226,0.00161,0.00029,0.0009419999999999999,0.000129,0.0003,9.800000000000001e-05,0.000145,0.002379,0.00046800000000000005,0.000114,0.00015,0.0,0.00015,0.0294,2.6e-06,0.0002,0.0,1e-05,0.0,0.0,0.00031,0.00342,0.0,6e-05,0.006,536
"MILK,WHL,3.25% MILKFAT,WO/ ADDED VIT A & VITAMIN D",88.13,3.15,3.27,0.67,4.78,0.0,5.05,1.865,0.812,0.195,0.000486,0.113,2.9999999999999997e-05,0.01,0.084,0.132,0.043,0.00037,2.5e-05,4e-06,3.7000000000000005e-05,0.0,4.6e-05,0.00016900000000000002,8.9e-05,0.000373,3.5999999999999994e-05,5e-05,0.0,5e-05,0.0143,4.5e-06,0.00045,0.0,7e-05,0.0,0.0,0.0,7.000000000000001e-05,1e-06,3e-06,0.01,61
"CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED",69.8,19.6,6.5,3.1,1.0,0.0,,3.0,,0.3,,0.017,0.0024500000000000004,,,0.365,1.056,,,,,,8.999999999999999e-05,0.00023,0.0040999999999999995,,,,,,,,,,,,,,,,,0.065,141
"SHORTENING,CONFECTIONERY,FRACTIONATED PALM",0.0,0.0,100.0,0.0,0.0,0.0,,65.5,29.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,0.019,,,0.0,884
"USDA COMMODITY,BF,PATTIES (100%),FRZ,RAW",64.72,14.63,15.69,0.68,0.0,0.0,,6.333,6.861,0.643,0.0,0.007,0.0019299999999999999,0.018,0.145,0.269,0.074,0.00412,7.3e-05,1.7e-05,0.00014800000000000002,0.0,4.2999999999999995e-05,0.00016,0.003846,0.000309,0.000214,6e-05,0.0,6e-05,,2.0499999999999997e-05,0.0,,,,,,,,,0.053,204
"PACE,PICO DE GALLO",88.0,0.0,0.0,2.62,9.38,,6.25,0.0,,,0.000939,0.0,0.0,,,,0.469,,,,,0.0038,,,,,,,,,,,,,,,,,,,,0.0,31
"MACARONI,VEG,DRY,ENR",9.89,13.14,1.04,1.05,74.88,4.3,,0.15,0.12,0.426,0.00048,0.034,0.00428,0.046,0.116,0.285,0.043,0.00076,0.0002,0.003846,,0.0,0.001032,0.0005250000000000001,0.007328,0.000752,0.000129,0.00278,0.00261,0.00017,,0.0,0.0,,,,,,,0.0,,0.0,367
"CHERRIES,SOUR,RED,CND,HVY SYRUP PK,SOL&LIQUIDS",75.66,0.73,0.1,0.25,23.27,1.1,22.17,0.021,0.026,0.029,0.002142,0.01,0.0013,0.006,0.01,0.093,0.007,5.9999999999999995e-05,6.6e-05,7.199999999999999e-05,0.0,0.002,1.6e-05,3.9e-05,0.00016800000000000002,0.00010499999999999999,4.4e-05,8e-05,0.0,8e-05,0.0040999999999999995,0.0,0.0,0.0,0.00428,0.0,0.0,0.00057,0.00023,0.0,1.4e-05,0.0,91
OKARA,81.64,3.22,1.73,0.88,12.54,,,0.193,0.295,0.755,0.0,0.08,0.0013,0.026,0.06,0.213,0.009,0.0005600000000000001,0.0002,0.000404,0.000106,0.0,2e-05,2e-05,0.0001,8.8e-05,0.000115,0.00026,0.0,0.00026,,0.0,0.0,,,,,,,0.0,,0.0,77
"CORNMEAL,BLUE (NAVAJO)",5.7,10.4,5.44,1.54,76.93,8.7,1.81,0.886,1.679,2.465,,0.005,0.0029100000000000003,0.133,0.354,0.393,0.007,0.0029100000000000003,0.00021799999999999999,0.000758,0.00011800000000000001,0.0,0.000285,0.000107,0.00202,0.00035299999999999996,0.000593,0.00058,,0.00058,,,,,,,,,0.00073,,0.0,,398
"CAMPBELL'S CHUNKY SOUPS,HEARTY BF BARLEY SOUP",82.6,3.67,0.82,2.0,10.61,1.6,2.04,0.204,,,0.001836,0.008,0.00044,,,,0.322,,,,,0.0005,,,,,,,,,,,,,,,,,,,,0.004,65
"CAMPBELL'S RED & WHITE,CHICK GUMBO SOUP,COND",86.4,1.59,0.79,3.28,7.94,0.8,1.59,0.397,0.0,0.0,0.000237,0.016,0.0,,,,0.69,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.004,48
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,RAW",72.9,22.53,4.2,1.06,0.0,0.0,0.0,1.553,1.69,0.182,0.0,0.022,0.00159,0.023,0.209,0.353,0.055,0.00396,7.6e-05,1.1e-05,0.00030399999999999996,0.0,7.6e-05,0.000121,0.0065439999999999995,0.000662,0.000635,0.00013,0.0,0.00013,0.09409999999999999,9.499999999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00029,,1.2e-05,0.073,134
"GIRL SCOUTS,SAMOAS COOKIES",5.7,3.5,25.8,,64.1,4.4,35.8,17.7,2.8,3.7,,,0.0032,0.03,0.076,0.195,0.182,0.0005,,,,,0.00014000000000000001,0.00011999999999999999,0.0012,,5e-05,0.00028,,,,,,,,,,,,,,0.002,489
BARLEY MALT FLR,8.21,10.28,1.84,1.37,78.3,7.1,0.8,0.386,0.254,0.953,5.7e-05,0.037,0.00471,0.097,0.303,0.224,0.011,0.00206,0.00027,0.001193,0.000377,0.0006,0.000309,0.000308,0.005636,0.0005769999999999999,0.000655,0.00038,0.0,0.00038,,0.0,0.0,0.0,0.00011,0.0,0.0,0.0016,0.00057,0.0,2.2000000000000003e-05,0.0,361
"Baking chocolate, unsweetened, squares",1.34,14.32,52.31,3.6,28.42,16.6,0.91,32.277,16.068,1.551,0.0,0.101,0.0174,0.327,0.4,0.83,0.024,0.009630000000000001,0.003233,0.004167,8.099999999999999e-05,0.0,0.000147,0.0001,0.001355,0.00016800000000000002,2.7e-05,0.00028,0.0,0.00028,0.045700000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.00038,0.0004,0.0,9.7e-05,0.002,642
"GARLIC,RAW",58.58,6.36,0.5,1.5,33.06,2.1,1.0,0.089,0.011,0.249,2.7e-05,0.181,0.0017,0.025,0.153,0.401,0.017,0.00116,0.000299,0.0016719999999999999,0.00014199999999999998,0.0312,0.0002,0.00011,0.0007,0.000596,0.0012350000000000002,3e-05,0.0,3e-05,0.0232,0.0,0.0,0.0,5e-05,0.0,0.0,0.00016,8e-05,0.0,1.7e-05,0.0,149
"BROADBEANS,IMMAT SEEDS,RAW",81.0,5.6,0.6,1.1,11.7,4.2,,0.138,0.017,0.31,0.00105,0.022,0.0019,0.038,0.095,0.25,0.05,0.00058,7.4e-05,0.00032,1.2e-05,0.033,0.00017,0.00011,0.0015,8.599999999999999e-05,3.8e-05,0.00096,0.0,0.00096,,0.0,0.0,,,,,,,0.0,,0.0,72
"SWEET ROLLS,CINN,COMMLY PREP W/RAISINS",24.8,6.2,16.4,1.7,50.9,2.4,31.73,3.079,4.797,7.473,0.000642,0.072,0.0016,0.017,0.076,0.111,0.304,0.0005899999999999999,8.8e-05,0.0003,0.00017,0.002,0.000324,0.000265,0.002384,0.000406,0.000107,0.00072,0.00048,0.00024,0.041299999999999996,1.4000000000000001e-06,0.00061,1e-05,5e-05,2e-05,0.0,0.0007,0.00199,0.0,4.4000000000000006e-05,0.066,372
